"","price","date","sqm","postcode","property_type","new_build","estate_type","number","street","town","district","transaction_category","Adress","index","years","bedrooms","bathrooms","en_suite"
"808",356001,2009-12-22,110,"SW4 7AW","flat","No","leasehold","19","ST ALPHONSUS ROAD","LONDON","LAMBETH","A","19 ST ALPHONSUS ROAD ","LONDON698",50,2,2,1
"809",365000,2009-10-09,114,"SW4 7UZ","flat","No","leasehold","28C","ARISTOTLE ROAD","LONDON","LAMBETH","A","28C ARISTOTLE ROAD ","LONDON699",51,4,4,1
"810",375000,2009-03-16,85,"SW4 9NJ","flat","No","leasehold","10","ABBEVILLE ROAD","LONDON","LAMBETH","A","10 ABBEVILLE ROAD LONDON","LONDON700",48,2,3,0
"811",315000,2008-03-14,58,"SW5 0HG","flat","No","leasehold","40","BRAMHAM GARDENS","LONDON","KENSINGTON AND CHELSEA","A","40 BRAMHAM GARDENS LONDON","LONDON701",25,3,3,1
"812",930000,2010-11-15,210,"SW5 0JQ","flat","No","leasehold","3 - 4","BRAMHAM GARDENS","LONDON","KENSINGTON AND CHELSEA","A","3 - 4 BRAMHAM GARDENS ","LONDON702",78,6,6,1
"813",785000,2013-02-04,165,"SW5 0SE","flat","No","leasehold","177","CROMWELL ROAD","LONDON","KENSINGTON AND CHELSEA","A","177 CROMWELL ROAD ","LONDON703",120,5,6,1
"814",700000,2013-11-05,92,"SW5 9EB","flat","No","leasehold","49","PHILBEACH GARDENS","LONDON","KENSINGTON AND CHELSEA","B","49 PHILBEACH GARDENS ","LONDON704",39,2,3,1
"815",1190000,2013-08-05,234,"SW5 9HL","flat","No","leasehold","RICHMOND MANSIONS","OLD BROMPTON ROAD","LONDON","KENSINGTON AND CHELSEA","A","RICHMOND MANSIONS OLD BROMPTON ROAD ","LONDON705",102,8,5,1
"816",580000,2009-02-03,156,"SW5 9NF","flat","No","leasehold","25","TREBOVIR ROAD","LONDON","KENSINGTON AND CHELSEA","A","25 TREBOVIR ROAD LONDON","LONDON706",21,5,4,1
"817",325000,2010-08-23,102,"SW5 9PD","flat","No","leasehold","27G","NEVERN SQUARE","LONDON","KENSINGTON AND CHELSEA","A","27G NEVERN SQUARE ","LONDON707",81,2,2,1
"818",355000,2008-08-15,70,"SW5 9SF","flat","No","leasehold","53","LONGRIDGE ROAD","LONDON","KENSINGTON AND CHELSEA","A","53 LONGRIDGE ROAD LONDON","LONDON708",29,2,3,0
"819",600000,2009-04-24,80,"SW6 2AP","flat","No","leasehold","14","BOVINGDON ROAD","LONDON","HAMMERSMITH AND FULHAM","A","14 BOVINGDON ROAD ","LONDON709",20,2,2,1
"820",451500,2013-05-31,36,"SW6 2BU","flat","No","leasehold","25","MALTINGS PLACE","LONDON","HAMMERSMITH AND FULHAM","A","25 MALTINGS PLACE ","LONDON710",20,2,3,1
"821",875000,2013-03-18,93,"SW6 2DX","flat","No","leasehold","588A","KINGS ROAD","LONDON","HAMMERSMITH AND FULHAM","A","588A KINGS ROAD ","LONDON711",32,2,3,1
"822",1000000,2013-08-30,95,"SW6 2SD","flat","No","leasehold","CHELSEA VISTA","THE BOULEVARD","LONDON","HAMMERSMITH AND FULHAM","A","CHELSEA VISTA THE BOULEVARD IMPERIAL WHARF","LONDON712",82,2,3,1
"823",665000,2012-04-11,95,"SW6 2SD","flat","No","leasehold","CHELSEA VISTA","THE BOULEVARD","LONDON","HAMMERSMITH AND FULHAM","A","CHELSEA VISTA THE BOULEVARD IMPERIAL WHARF","LONDON712",81,2,3,1
"824",750000,2013-05-03,95,"SW6 2SD","flat","No","leasehold","CHELSEA VISTA","THE BOULEVARD","LONDON","HAMMERSMITH AND FULHAM","A","CHELSEA VISTA THE BOULEVARD IMPERIAL WHARF","LONDON712",82,2,3,1
"825",575000,2012-04-03,95,"SW6 2SD","flat","No","leasehold","CHELSEA VISTA","THE BOULEVARD","LONDON","HAMMERSMITH AND FULHAM","A","CHELSEA VISTA THE BOULEVARD IMPERIAL WHARF","LONDON712",81,2,3,1
"826",610000,2012-01-03,95,"SW6 2SD","flat","No","leasehold","CHELSEA VISTA","THE BOULEVARD","LONDON","HAMMERSMITH AND FULHAM","A","CHELSEA VISTA THE BOULEVARD IMPERIAL WHARF","LONDON712",81,2,3,1
"827",550000,2012-03-20,95,"SW6 2SD","flat","No","leasehold","CHELSEA VISTA","THE BOULEVARD","LONDON","HAMMERSMITH AND FULHAM","A","CHELSEA VISTA THE BOULEVARD IMPERIAL WHARF","LONDON712",81,2,3,1
"828",630000,2012-06-08,95,"SW6 2SD","flat","No","leasehold","CHELSEA VISTA","THE BOULEVARD","LONDON","HAMMERSMITH AND FULHAM","A","CHELSEA VISTA THE BOULEVARD IMPERIAL WHARF","LONDON712",81,2,3,1
"829",1285000,2013-10-01,207,"SW6 2TG","flat","No","leasehold","GREENSWARD HOUSE","IMPERIAL CRESCENT","LONDON","HAMMERSMITH AND FULHAM","A","GREENSWARD HOUSE IMPERIAL CRESCENT IMPERIAL WHARF","LONDON713",47,6,6,1
"830",2390000,2013-05-31,207,"SW6 2TG","flat","No","leasehold","GREENSWARD HOUSE","IMPERIAL CRESCENT","LONDON","HAMMERSMITH AND FULHAM","A","GREENSWARD HOUSE IMPERIAL CRESCENT IMPERIAL WHARF","LONDON713",47,6,6,1
"831",1462500,2012-09-21,207,"SW6 2TG","flat","No","leasehold","GREENSWARD HOUSE","IMPERIAL CRESCENT","LONDON","HAMMERSMITH AND FULHAM","A","GREENSWARD HOUSE IMPERIAL CRESCENT IMPERIAL WHARF","LONDON713",46,6,6,1
"832",1125000,2008-08-15,216,"SW6 3AR","terraced","No","freehold","34","NARBOROUGH STREET","LONDON","HAMMERSMITH AND FULHAM","A","34 NARBOROUGH STREET LONDON","LONDON714",106,8,7,1
"833",365000,2008-07-09,52,"SW6 4DT","flat","No","leasehold","36","MIMOSA STREET","LONDON","HAMMERSMITH AND FULHAM","A","36 MIMOSA STREET LONDON","LONDON715",22,2,2,1
"834",380000,2010-03-05,59,"SW6 4PZ","flat","No","leasehold","58 - 60","HARWOOD ROAD","LONDON","HAMMERSMITH AND FULHAM","A","58 - 60 HARWOOD ROAD ","LONDON716",14,2,3,1
"835",400000,2010-08-26,44,"SW6 4PZ","flat","No","leasehold","66","HARWOOD ROAD","LONDON","HAMMERSMITH AND FULHAM","A","66 HARWOOD ROAD ","LONDON717",4,2,3,1
"836",450000,2009-03-06,71,"SW6 5DR","flat","No","leasehold","30","WINCHENDON ROAD","LONDON","HAMMERSMITH AND FULHAM","A","30 WINCHENDON ROAD LONDON","LONDON718",59,3,3,1
"837",382000,2009-11-30,57,"SW6 5NJ","flat","No","leasehold","516 - 518","FULHAM ROAD","LONDON","HAMMERSMITH AND FULHAM","A","516 - 518 FULHAM ROAD ","LONDON719",22,2,3,1
"838",420000,2008-03-05,103,"SW6 5UH","flat","No","leasehold","KING EDWARD MANSIONS, 629","FULHAM ROAD","LONDON","HAMMERSMITH AND FULHAM","A","KING EDWARD MANSIONS, 629 FULHAM ROAD LONDON","LONDON720",10,3,3,1
"839",305010,2008-10-31,7,"SW6 6RN","flat","No","leasehold","18","VERA ROAD","LONDON","HAMMERSMITH AND FULHAM","A","18 VERA ROAD LONDON","LONDON721",89,1,1,1
"840",725000,2014-10-21,132,"SW6 6SS","flat","No","leasehold","96","KINGWOOD ROAD","LONDON","HAMMERSMITH AND FULHAM","A","96 KINGWOOD ROAD FULHAM","LONDON722",29,4,3,1
"841",240000,2013-08-23,68,"SW6 7LL","flat","No","leasehold","307","LILLIE ROAD","LONDON","HAMMERSMITH AND FULHAM","A","307 LILLIE ROAD ","LONDON723",38,2,2,0
"842",516218,2009-08-11,87,"SW7 1HF","terraced","No","freehold","21","MONTPELIER STREET","LONDON","CITY OF WESTMINSTER","A","21 MONTPELIER STREET ","LONDON724",19,2,3,0
"843",850000,2009-02-16,152,"SW7 4JR","flat","No","leasehold","38D","ASHBURN PLACE","LONDON","KENSINGTON AND CHELSEA","A","38D ASHBURN PLACE LONDON","LONDON725",21,5,4,0
"844",1200000,2013-03-15,188,"SW7 4LT","flat","No","leasehold","46","HARRINGTON GARDENS","LONDON","KENSINGTON AND CHELSEA","A","46 HARRINGTON GARDENS ","LONDON726",68,5,4,0
"845",845000,2010-01-14,188,"SW7 4LT","flat","No","leasehold","46","HARRINGTON GARDENS","LONDON","KENSINGTON AND CHELSEA","A","46 HARRINGTON GARDENS ","LONDON726",65,5,4,0
"846",3190000,2013-05-10,224,"SW7 4SB","flat","No","leasehold","7 - 8","SOUTHWELL GARDENS","LONDON","KENSINGTON AND CHELSEA","A","7 - 8 SOUTHWELL GARDENS ","LONDON727",119,8,6,1
"847",650000,2008-05-30,110,"SW7 5JU","flat","No","leasehold","78","QUEENS GATE","LONDON","KENSINGTON AND CHELSEA","A","78 QUEENS GATE LONDON","LONDON728",34,4,4,1
"848",1730000,2015-08-13,227,"SW7 5LT","flat","No","leasehold","16 - 17","MANSON PLACE","LONDON","KENSINGTON AND CHELSEA","A","16 - 17 MANSON PLACE ","LONDON729",21,5,4,1
"849",850000,2012-05-04,132,"SW7 5ND","flat","No","leasehold","46","QUEENS GATE GARDENS","LONDON","KENSINGTON AND CHELSEA","A","46 QUEENS GATE GARDENS ","LONDON730",29,4,2,0
"850",1595000,2016-01-15,184,"SW7 5RD","flat","No","leasehold","CHARLESWORTH HOUSE, 48","STANHOPE GARDENS","LONDON","KENSINGTON AND CHELSEA","A","CHARLESWORTH HOUSE, 48 STANHOPE GARDENS ","LONDON731",49,6,5,1
"851",938615,2013-10-14,184,"SW7 5RD","other","No","leasehold","CHARLESWORTH HOUSE, 48","STANHOPE GARDENS","LONDON","KENSINGTON AND CHELSEA","B","CHARLESWORTH HOUSE, 48 STANHOPE GARDENS ","LONDON731",46,6,5,1
"852",795000,2009-11-18,184,"SW7 5RD","flat","No","leasehold","CHARLESWORTH HOUSE, 48","STANHOPE GARDENS","LONDON","KENSINGTON AND CHELSEA","A","CHARLESWORTH HOUSE, 48 STANHOPE GARDENS ","LONDON731",43,6,5,1
"853",235000,2009-12-10,14,"SW8 1AQ","flat","No","leasehold","OSMINGTON HOUSE","DORSET ROAD","LONDON","LAMBETH","A","OSMINGTON HOUSE DORSET ROAD ","LONDON732",44,1,2,1
"854",460000,2010-12-01,94,"SW8 2EQ","flat","No","leasehold","1","LANSDOWNE GARDENS","LONDON","LAMBETH","A","1 LANSDOWNE GARDENS ","LONDON733",54,2,3,1
"855",435000,2013-11-12,73,"SW8 2HB","flat","No","leasehold","123A","HARTINGTON ROAD","LONDON","LAMBETH","A","123A HARTINGTON ROAD ","LONDON734",74,2,3,1
"856",206000,2009-02-10,36,"SW8 3BX","flat","No","leasehold","SHORE HOUSE, 8","HEATHER CLOSE","LONDON","LAMBETH","A","SHORE HOUSE, 8 HEATHER CLOSE LONDON","LONDON735",48,2,3,1
"857",197500,2012-06-07,42,"SW8 3JD","flat","No","leasehold","587A","WANDSWORTH ROAD","LONDON","LAMBETH","A","587A WANDSWORTH ROAD ","LONDON736",26,2,2,0
"858",158000,2009-12-23,42,"SW8 3JD","flat","No","leasehold","587A","WANDSWORTH ROAD","LONDON","LAMBETH","A","587A WANDSWORTH ROAD ","LONDON736",24,2,2,0
"859",350000,2009-03-17,78,"SW8 3TS","terraced","No","freehold","3A","GAMBETTA STREET","LONDON","WANDSWORTH","A","3A GAMBETTA STREET LONDON","LONDON737",23,3,3,1
"860",315000,2016-03-24,47,"SW9 0NB","flat","No","leasehold","NIGHTINGALE HOUSE, 29","HILLYARD STREET","LONDON","LAMBETH","A","NIGHTINGALE HOUSE, 29 HILLYARD STREET ","LONDON738",55,2,2,1
"861",315000,2016-06-20,47,"SW9 0NB","flat","No","leasehold","NIGHTINGALE HOUSE, 29","HILLYARD STREET","LONDON","LAMBETH","B","NIGHTINGALE HOUSE, 29 HILLYARD STREET ","LONDON738",56,2,2,1
"862",320000,2015-12-23,47,"SW9 0NB","flat","No","leasehold","NIGHTINGALE HOUSE, 29","HILLYARD STREET","LONDON","LAMBETH","A","NIGHTINGALE HOUSE, 29 HILLYARD STREET ","LONDON738",55,2,2,1
"863",188000,2010-10-15,47,"SW9 0NB","flat","No","leasehold","NIGHTINGALE HOUSE, 29","HILLYARD STREET","LONDON","LAMBETH","A","NIGHTINGALE HOUSE, 29 HILLYARD STREET ","LONDON738",50,2,2,1
"864",316000,2016-03-18,47,"SW9 0NB","flat","No","leasehold","NIGHTINGALE HOUSE, 29","HILLYARD STREET","LONDON","LAMBETH","B","NIGHTINGALE HOUSE, 29 HILLYARD STREET ","LONDON738",55,2,2,1
"865",325000,2016-02-17,47,"SW9 0NB","flat","No","leasehold","NIGHTINGALE HOUSE, 29","HILLYARD STREET","LONDON","LAMBETH","A","NIGHTINGALE HOUSE, 29 HILLYARD STREET ","LONDON738",55,2,2,1
"866",310000,2009-10-30,149,"SW9 7QF","flat","No","leasehold","DOVER MANSIONS","CANTERBURY CRESCENT","LONDON","LAMBETH","A","DOVER MANSIONS CANTERBURY CRESCENT ","LONDON739",91,5,3,0
"867",875000,2013-08-01,161,"SW9 9AT","semi-detached","No","freehold","2","SAVOY MEWS","LONDON","LAMBETH","A","2 SAVOY MEWS ","LONDON740",8,5,6,1
"868",1001000,2016-02-19,194,"SW9 9AT","terraced","No","freehold","3","SAVOY MEWS","LONDON","LAMBETH","B","3 SAVOY MEWS ","LONDON741",35,5,4,1
"869",237000,2010-11-26,69,"SW9 9BB","flat","No","leasehold","ASHFIELD COURT, 287","CLAPHAM ROAD","LONDON","LAMBETH","A","ASHFIELD COURT, 287 CLAPHAM ROAD ","LONDON742",80,2,3,1
"870",540000,2016-02-26,69,"SW9 9BB","flat","No","leasehold","ASHFIELD COURT, 287","CLAPHAM ROAD","LONDON","LAMBETH","A","ASHFIELD COURT, 287 CLAPHAM ROAD ","LONDON742",86,2,3,1
"871",267500,2012-08-31,75,"SW9 9PH","flat","No","leasehold","74","LANDOR ROAD","LONDON","LAMBETH","A","74 LANDOR ROAD ","LONDON743",42,2,3,1
"872",7725000,2010-11-19,253,"W10 5UJ","detached","No","freehold","65","OXFORD GARDENS","LONDON","KENSINGTON AND CHELSEA","A","65 OXFORD GARDENS ","LONDON744",1,6,5,1
"873",5670000,2010-01-15,291,"W10 6LA","detached","No","freehold","23","BASSETT ROAD","LONDON","KENSINGTON AND CHELSEA","A","23 BASSETT ROAD ","LONDON745",81,9,6,1
"874",3650000,2012-05-11,214,"W10 6NX","terraced","No","freehold","23","ST QUINTIN AVENUE","LONDON","KENSINGTON AND CHELSEA","A","23 ST QUINTIN AVENUE ","LONDON746",40,6,4,1
"875",780000,2009-01-29,203,"W11 1DZ","terraced","No","leasehold","6","GOLDEN CROSS MEWS","LONDON","KENSINGTON AND CHELSEA","A","6 GOLDEN CROSS MEWS LONDON","LONDON747",89,5,5,1
"876",415000,2009-07-01,59,"W11 1EL","flat","No","leasehold","248","WESTBOURNE PARK ROAD","LONDON","KENSINGTON AND CHELSEA","A","248 WESTBOURNE PARK ROAD ","LONDON748",8,3,4,1
"877",1075000,2009-11-04,167,"W11 2AS","flat","No","leasehold","48A","LEDBURY ROAD","LONDON","CITY OF WESTMINSTER","A","48A LEDBURY ROAD ","LONDON749",50,5,4,1
"878",1850000,2013-07-03,167,"W11 2AS","flat","No","leasehold","48A","LEDBURY ROAD","LONDON","CITY OF WESTMINSTER","A","48A LEDBURY ROAD ","LONDON749",54,5,4,1
"879",300000,2009-02-06,83,"W11 3LX","flat","No","leasehold","2 - 3","LADBROKE SQUARE","LONDON","KENSINGTON AND CHELSEA","A","2 - 3 LADBROKE SQUARE LONDON","LONDON750",63,2,3,0
"880",1907000,2009-09-11,217,"W11 4SL","flat","No","leasehold","21","ROYAL CRESCENT","LONDON","KENSINGTON AND CHELSEA","A","21 ROYAL CRESCENT ","LONDON751",94,8,7,1
"881",635000,2013-12-13,79,"W12 0JP","terraced","No","leasehold","65A","ORMISTON GROVE","LONDON","HAMMERSMITH AND FULHAM","A","65A ORMISTON GROVE ","LONDON752",26,2,3,1
"882",292250,2010-09-13,56,"W12 8BB","flat","No","leasehold","6A","HETLEY ROAD","LONDON","HAMMERSMITH AND FULHAM","A","6A HETLEY ROAD ","LONDON753",103,2,2,1
"883",250000,2012-06-01,55,"W12 8BH","flat","No","leasehold","54","CONINGHAM ROAD","LONDON","HAMMERSMITH AND FULHAM","A","54 CONINGHAM ROAD ","LONDON754",85,3,3,1
"884",425000,2008-01-18,53,"W12 8EA","flat","No","leasehold","28","LIME GROVE","LONDON","HAMMERSMITH AND FULHAM","A","28 LIME GROVE LONDON","LONDON755",89,2,2,0
"885",249000,2009-02-27,10,"W12 8JF","flat","No","leasehold","29","GODOLPHIN ROAD","LONDON","HAMMERSMITH AND FULHAM","A","29 GODOLPHIN ROAD LONDON","LONDON756",118,1,2,1
"886",235000,2009-09-16,37,"W12 9AG","flat","No","leasehold","70B - 70C","HADYN PARK ROAD","LONDON","HAMMERSMITH AND FULHAM","A","70B - 70C HADYN PARK ROAD ","LONDON757",14,2,1,0
"887",430000,2016-05-13,41,"W12 9EP","flat","No","leasehold","HANOVER COURT","UXBRIDGE ROAD","LONDON","HAMMERSMITH AND FULHAM","A","HANOVER COURT UXBRIDGE ROAD ","LONDON758",68,2,3,1
"888",245000,2012-01-05,41,"W12 9EP","flat","No","leasehold","HANOVER COURT","UXBRIDGE ROAD","LONDON","HAMMERSMITH AND FULHAM","A","HANOVER COURT UXBRIDGE ROAD ","LONDON758",64,2,3,1
"889",810000,2009-01-05,145,"W12 9SD","terraced","No","freehold","105","WENDELL ROAD","LONDON","HAMMERSMITH AND FULHAM","A","105 WENDELL ROAD LONDON","LONDON759",103,5,4,1
"890",580000,2013-03-28,135,"W13 0SR","terraced","No","freehold","16A - 16B","BROADWAY","LONDON","EALING","A","16A - 16B BROADWAY WEST EALING","LONDON760",60,4,3,1
"891",430000,2009-03-20,120,"W13 9EY","terraced","No","freehold","46","SYDNEY ROAD","LONDON","EALING","A","46 SYDNEY ROAD LONDON","LONDON761",60,2,3,1
"892",365000,2008-06-02,133,"W13 9HY","terraced","No","freehold","23","REGINA TERRACE","LONDON","EALING","A","23 REGINA TERRACE LONDON","LONDON762",52,4,4,0
"893",224950,2009-02-12,77,"W13 9JR","flat","No","leasehold","6A","WESTFIELD ROAD","LONDON","EALING","A","6A WESTFIELD ROAD LONDON","LONDON763",44,2,3,0
"894",737500,2012-10-03,156,"W13 9PR","terraced","No","freehold","7","KINGSDOWN AVENUE","LONDON","EALING","A","7 KINGSDOWN AVENUE EALING","LONDON764",98,6,5,1
"895",649200,2009-11-04,156,"W13 9PR","terraced","No","freehold","7","KINGSDOWN AVENUE","LONDON","EALING","A","7 KINGSDOWN AVENUE EALING","LONDON764",95,6,5,1
"896",270000,2010-04-08,69,"W13 9PS","flat","No","leasehold","15","KINGSDOWN AVENUE","LONDON","EALING","A","15 KINGSDOWN AVENUE EALING","LONDON765",66,2,2,1
"897",750000,2010-06-22,156,"W13 9PS","semi-detached","No","freehold","71","KINGSDOWN AVENUE","LONDON","EALING","A","71 KINGSDOWN AVENUE EALING","LONDON766",86,5,3,1
"898",247500,2012-05-18,78,"W13 9UZ","flat","No","leasehold","20A","RAYMOND AVENUE","LONDON","EALING","A","20A RAYMOND AVENUE ","LONDON767",46,2,2,0
"899",560000,2013-12-13,52,"W14 0BL","flat","No","leasehold","27","NETHERWOOD ROAD","LONDON","HAMMERSMITH AND FULHAM","A","27 NETHERWOOD ROAD ","LONDON768",89,2,3,1
"900",315000,2010-01-08,52,"W14 0BL","flat","No","leasehold","27","NETHERWOOD ROAD","LONDON","HAMMERSMITH AND FULHAM","A","27 NETHERWOOD ROAD ","LONDON768",86,2,3,1
"901",810000,2010-05-11,169,"W14 0DP","flat","No","leasehold","37","ADDISON GARDENS","LONDON","HAMMERSMITH AND FULHAM","A","37 ADDISON GARDENS ","LONDON769",26,5,4,1
"902",1350000,2009-02-10,236,"W14 0JD","terraced","No","freehold","48","CAITHNESS ROAD","LONDON","HAMMERSMITH AND FULHAM","A","48 CAITHNESS ROAD LONDON","LONDON770",38,6,5,1
"903",350000,2007-10-31,68,"W14 0LB","flat","No","leasehold","54","MILSON ROAD","LONDON","HAMMERSMITH AND FULHAM","A","54 MILSON ROAD LONDON","LONDON771",26,2,2,1
"904",360000,2007-10-25,94,"W14 0LL","flat","No","leasehold","9","FIELDING ROAD","LONDON","HAMMERSMITH AND FULHAM","A","9 FIELDING ROAD LONDON","LONDON772",5,2,3,0
"905",610000,2009-02-19,189,"W14 0LN","terraced","No","freehold","3","HOFLAND ROAD","LONDON","HAMMERSMITH AND FULHAM","A","3 HOFLAND ROAD LONDON","LONDON773",4,6,8,1
"906",975000,2009-02-13,183,"W14 0LU","terraced","No","freehold","51","MASBRO ROAD","LONDON","HAMMERSMITH AND FULHAM","A","51 MASBRO ROAD LONDON","LONDON774",6,6,3,0
"907",310000,2007-10-10,65,"W14 0TH","flat","No","leasehold","71 - 73","EDITH ROAD","LONDON","HAMMERSMITH AND FULHAM","A","71 - 73 EDITH ROAD LONDON","LONDON775",10,2,2,1
"908",450000,2007-11-01,125,"W14 8BD","flat","No","leasehold","96","HOLLAND ROAD","LONDON","KENSINGTON AND CHELSEA","A","96 HOLLAND ROAD LONDON","LONDON776",66,4,4,1
"909",402000,2013-11-29,51,"W14 8RS","flat","No","leasehold","30","AVONMORE ROAD","LONDON","HAMMERSMITH AND FULHAM","A","30 AVONMORE ROAD ","LONDON777",7,2,3,1
"910",375000,2009-01-30,45,"W14 9QH","flat","No","leasehold","24C","ARCHEL ROAD","LONDON","HAMMERSMITH AND FULHAM","A","24C ARCHEL ROAD LONDON","LONDON778",41,2,2,1
"911",440000,2007-12-03,101,"W14 9TW","flat","No","leasehold","QUAIN MANSIONS","QUEENS CLUB GARDENS","LONDON","HAMMERSMITH AND FULHAM","A","QUAIN MANSIONS QUEENS CLUB GARDENS LONDON","LONDON779",73,3,3,1
"912",475000,2007-10-11,78,"W1F 0RD","flat","No","leasehold","1 - 3","BREWER STREET","LONDON","CITY OF WESTMINSTER","A","1 - 3 BREWER STREET LONDON","LONDON780",7,2,1,0
"913",335000,2013-10-01,50,"W1H 4NJ","flat","No","leasehold","39","HOMER STREET","LONDON","CITY OF WESTMINSTER","A","39 HOMER STREET ","LONDON781",91,2,2,0
"914",4350000,2007-10-22,271,"W1K 2XL","flat","No","leasehold","51","SOUTH STREET","LONDON","CITY OF WESTMINSTER","A","51 SOUTH STREET LONDON","LONDON782",92,9,8,1
"915",420000,2012-09-10,52,"W1K 5HJ","flat","No","leasehold","CAVENDISH BUILDINGS","GILBERT STREET","LONDON","CITY OF WESTMINSTER","A","CAVENDISH BUILDINGS GILBERT STREET ","LONDON783",88,2,2,0
"916",419878,2009-01-20,22,"W1U 2JF","flat","No","leasehold","BENTINCK HOUSE, 12","BULSTRODE STREET","LONDON","CITY OF WESTMINSTER","A","BENTINCK HOUSE, 12 BULSTRODE STREET LONDON","LONDON784",104,1,2,1
"917",310000,2007-11-30,57,"W1U 5AL","flat","No","leasehold","YORK MANSIONS","CHILTERN STREET","LONDON","CITY OF WESTMINSTER","A","YORK MANSIONS CHILTERN STREET LONDON","LONDON785",20,3,4,1
"918",1100000,2007-11-14,218,"W1U 6NR","flat","No","leasehold","PORTMAN MANSIONS","CHILTERN STREET","LONDON","CITY OF WESTMINSTER","A","PORTMAN MANSIONS CHILTERN STREET LONDON","LONDON786",87,8,6,1
"919",370000,2009-01-13,5,"W2 1JB","flat","No","leasehold","WESTCLIFFE APARTMENTS, 1","SOUTH WHARF ROAD","LONDON","CITY OF WESTMINSTER","A","WESTCLIFFE APARTMENTS, 1 SOUTH WHARF ROAD LONDON","LONDON787",28,1,1,0
"920",950000,2009-11-20,148,"W2 1JL","flat","No","leasehold","BALMORAL APARTMENTS, 2","PRAED STREET","LONDON","CITY OF WESTMINSTER","A","BALMORAL APARTMENTS, 2 PRAED STREET ","LONDON788",36,5,6,0
"921",425000,2010-08-17,58,"W2 3HE","flat","No","leasehold","21","GLOUCESTER MEWS","LONDON","CITY OF WESTMINSTER","A","21 GLOUCESTER MEWS ","LONDON789",14,2,2,1
"922",3580000,2013-11-15,234,"W2 3QE","terraced","No","freehold","31","LANCASTER MEWS","LONDON","CITY OF WESTMINSTER","A","31 LANCASTER MEWS ","LONDON790",19,8,5,1
"923",625000,2009-02-26,122,"W2 4JZ","flat","No","leasehold","LANCASTER CLOSE, 13 - 15","ST PETERSBURGH PLACE","LONDON","CITY OF WESTMINSTER","A","LANCASTER CLOSE, 13 - 15 ST PETERSBURGH PLACE LONDON","LONDON791",113,4,3,0
"924",1615000,2009-07-15,220,"W2 4WB","flat","No","leasehold","PRINCE EDWARD MANSIONS","HEREFORD ROAD","LONDON","CITY OF WESTMINSTER","A","PRINCE EDWARD MANSIONS HEREFORD ROAD ","LONDON792",119,6,6,1
"925",1300000,2010-05-07,198,"W2 5BH","flat","No","leasehold","2","CHEPSTOW ROAD","LONDON","CITY OF WESTMINSTER","A","2 CHEPSTOW ROAD ","LONDON793",13,6,6,1
"926",2270000,2009-09-29,238,"W2 5BU","terraced","No","freehold","33","COURTNELL STREET","LONDON","CITY OF WESTMINSTER","A","33 COURTNELL STREET ","LONDON794",87,8,6,1
"927",390000,2012-09-28,43,"W2 5JG","flat","No","leasehold","27 - 31","TALBOT ROAD","LONDON","CITY OF WESTMINSTER","A","27 - 31 TALBOT ROAD ","LONDON795",75,2,2,0
"928",250000,2012-03-21,43,"W2 5JG","flat","No","leasehold","27 - 31","TALBOT ROAD","LONDON","CITY OF WESTMINSTER","A","27 - 31 TALBOT ROAD ","LONDON795",75,2,2,0
"929",3950000,2013-10-31,253,"W2 5JT","terraced","No","freehold","37","KILDARE TERRACE","LONDON","CITY OF WESTMINSTER","A","37 KILDARE TERRACE ","LONDON796",16,9,5,1
"930",1250000,2009-02-20,202,"W2 6DA","flat","No","leasehold","45","CLEVELAND SQUARE","LONDON","CITY OF WESTMINSTER","A","45 CLEVELAND SQUARE LONDON","LONDON797",95,6,5,1
"931",310000,2008-01-10,107,"W2 6HL","flat","No","leasehold","MARLOW HOUSE","HALLFIELD ESTATE","LONDON","CITY OF WESTMINSTER","A","MARLOW HOUSE HALLFIELD ESTATE LONDON","LONDON798",21,4,3,1
"932",530000,2009-09-15,97,"W3 0LJ","semi-detached","No","freehold","102","PRINCES GARDENS","LONDON","EALING","A","102 PRINCES GARDENS ACTON","LONDON799",71,3,3,1
"933",275000,2009-02-02,53,"W3 6DY","flat","No","leasehold","41B","MYRTLE ROAD","LONDON","EALING","A","41B MYRTLE ROAD LONDON","LONDON800",34,2,2,0
"934",662500,2010-04-23,148,"W3 6SD","terraced","No","freehold","55","SHAKESPEARE ROAD","LONDON","EALING","A","55 SHAKESPEARE ROAD ACTON","LONDON801",22,5,3,0
"935",420000,2009-08-28,81,"W3 6SG","terraced","No","freehold","5","SHAKESPEARE ROAD","LONDON","EALING","A","5 SHAKESPEARE ROAD ACTON","LONDON802",34,2,2,1
